Name,Label
Bombay Salad,MENU
Salt,MENU
Loin,MENU
Bramble Berry Cocktail,MENU
Coconut Curry Tomato Bisque,MENU
Gin Martini,MENU
Grilled Cheese And Soup,MENU
Sweet Potato Croquette Balls,MENU
Lamb Medallions,MENU
Flatbread,MENU
Scallop Lemongrass Soup,MENU
Coconut Tomato Soup,MENU
Pot Pie,MENU
Chicken Mush,MENU
Madan Mohan Drink,MENU
Chick Pea Breaded,MENU
Smoked Duck,MENU
Herb Raita,MENU
Ricotta,MENU
Arugula Salad,MENU
Apricot Kumquat,MENU
Crispy Chickpea,MENU
Fab,MENU
Cream Cheese,MENU
Poached Eggs,MENU
Curry Chicken Popover,MENU
BaNaana Custard,MENU
Whipped Cream,MENU
Scotch Egg,MENU
Bumbleberry Drink,MENU
Cheese Platter,MENU
Lamb Lollipop,MENU
Scottish Eggs,MENU
Lamby,MENU
Greens,MENU
Fried Ricotta,MENU
Duck Sliders,MENU
Yuca Fries,MENU
Fried Sweet Potato Crockette,MENU
Chicken Tikka Maybe,MENU
Bees,MENU
Madras Curry Braised Lamb,MENU
Sweet And Sour Eggplant,MENU
Saag Panner,MENU
Spinach Curry,MENU
Mutter,MENU
Madras Masala Dosa,MENU
Puri Rotti,MENU
Ordinary Dosa,MENU
Uttapams,MENU
Chicken Sweets,MENU
Chicken Samosas,MENU
Chilly Idli,MENU
Chilly Garlic Dosa,MENU
Annalakshmi,MENU
Idli Dosa,MENU
Idli Sambhar,MENU
Onion Tomato Uthapam,MENU
Paneer Masala Filing,MENU
Tamarind Rice,MENU
Madras Dosa,MENU
Onion,MENU
Chilli Bajjis,MENU
Puris,MENU
Rasa,MENU
Papads,MENU
Butter Paper Masala Dosa,MENU
Yellow Daal,MENU
Ikka Masala,MENU
Ikka,MENU
Choolaah,MENU
Lamb Bbq,MENU
Veggie Croquettes,MENU
Lamb And Brown Rice,MENU
Hot Curry,MENU
Lamb Meatball Wrap,MENU
Choola,MENU
Choolah Salad,MENU
Salmon Tikka,MENU
Veggie Bowl,MENU
Masalas Sauce,MENU
Choolaah Salad,MENU
Tandoori Vegetables,MENU
Tiki Masala Sauce,MENU
Choolahs,MENU
Lamb Choolah,MENU
Chicken Roasted Vegetables,MENU
Paav,MENU
Lamb Tikka Masala Power,MENU
Chick Pea Masala,MENU
Cauliflower And Chickpea Wrap,MENU
Chickpea Soup,MENU
Croq Choolaah Salad,MENU
Ginger,MENU
Paneer Choolaah,MENU
Yellow Lentil Sauce,MENU
Mint Ginger,MENU
White Wine,MENU
Buns,MENU
Mashed Vegetable,MENU
Lentil Mix,MENU
Tandoor Meat,MENU
Samosas Chaat,MENU
Tandoori Veggies,MENU
Lamb Balls,MENU
Choolah Bowl,MENU
Choolaah Rice,MENU
Yellow Daal Masala,MENU
Panera Paneer,MENU
Amish Paneer,MENU
Amish Farmer Cheese,MENU
Black Lentils With Rice,MENU
Chick Peas Masala,MENU
Mango Lemonade,MENU
Sauce Bar,MENU
Yellow Lentil Masala,MENU
Mint Ginger Lemonade,MENU
Ginger Mint Lemonade,MENU
Tamarind Apple Sauce,MENU
Mint Yogurt,MENU
Spicy Mango,MENU
Marsala Sauce,MENU
Spicy Mango Sauce,MENU
Veggie Masala,MENU
Fry Dumpling,MENU
Chicken Tikka Choolaah,MENU
Lamb Choolaah,MENU
Black Lentil Daal,MENU
Pav Bhavi,MENU
Mango And Mint Lemonades,MENU
Choolah,MENU
Vegetarian Bowl,MENU
Mango Laasi,MENU
Sloppy,MENU
Potato Roll,MENU
Lamb Wrap,MENU
Halal Lamb Meatballs,MENU
Protein,MENU
Malai Kulfi,MENU
Lamb Meatball Choolaah,MENU
Lamb Koftas,MENU
Lamb Balance,MENU
Chicken Choolah,MENU
Chicken Choolah Bowl,MENU
Black Lentil Masala,MENU
Lava Sauce,MENU
Lamb Meat,MENU
Truffles,MENU
Chicken And Veggie Wrap,MENU
Lemonade,MENU
Choolaah Ranch,MENU
Choolaah Fire Sauce,MENU
Panera Bread,MENU
Hyderabadi Biryani,MENU
Chicken Appetizers,MENU
Black Masala,MENU
Yellow Masala,MENU
Street Snacks,MENU
Tikka Kabab,MENU
Daals,MENU
Nah,MENU
Chicken Protein,MENU
Mint Yogurt Sauce,MENU
Chicken Choolaah Bowl,MENU
Dals,MENU
Black Bean Daal,MENU
Tofu Salad,MENU
Lamb Meatball,MENU
Veggie Side,MENU
Chicken Choolaah,MENU
Curry Butter Chicken,MENU
Curry Mango Chicken,MENU
Biyarni Yellow Rice,MENU
Veggie Bbq,MENU
Lentil Sauce,MENU
Ginger Lemonade,MENU
Dos Paneer Wrap,MENU
Kati Roll,MENU
Tikka Masala Curry,MENU
Smoked Tikka,MENU
Mint Lemonade,MENU
Chocolate Truffle,MENU
Indian Bbq,MENU
Ish,MENU
Grilled Veggies,MENU
Mango Drinks,MENU
Marsalas,MENU
Lemonades,MENU
White Basmati,MENU
Crispy Naan,MENU
Somosa Chaat,MENU
Panneer Cheese,MENU
Crunchy Potato Samosas,MENU
Crunchy Noodles,MENU
Apple Tamarind,MENU
Tamarid Apple,MENU
Choolah Lava Sauce,MENU
Lamb Meatballs Choolaah,MENU
Salmon Choolaah,MENU
Regular Hot Sauce,MENU
Cardamom Ice - Cream,MENU
Masala Bowl,MENU
Yellow Lental Daal,MENU
Bbqd,MENU
Chickpea Masala Bowl,MENU
Lamb Kebab Salad,MENU
Veggie Balls,MENU
Stir Fried Veggies,MENU
Mango Purée,MENU
Chicken Masala Bowl,MENU
Tamarind Apple Chutney,MENU
Chicken Bbq,MENU
Chicken Tikka Pieces,MENU
Fried Chips,MENU
Indian Paneer,MENU
Lava Hot Sauce,MENU
Lamb Meat Balls,MENU
Tikki Chicken,MENU
Roasted Vegetables,MENU
Lamb Choola,MENU
Paneer Perfect,MENU
Black Daal,MENU
Choo Laah,MENU
Fried,MENU
Lamb Perfect,MENU
Yellow Lentil Daal,MENU
Yogurt Mint,MENU
Chicken Balance,MENU
Veggie Croquette Tikka Masala,MENU
Veggie Croquette,MENU
Idly Dosa,MENU
Black Lentil,MENU
Cauliflower Wrap,MENU
Salmon Salads,MENU
Naan Chips,MENU
Saag Curry,MENU
Vegetarian Bowls,MENU
Naan Chicken Wrap,MENU
Chicken Fish,MENU
Ies,MENU
Veggie Perfect,MENU
Veggie Sloppy Joes,MENU
Chicken Rolls Massala,MENU
Choolah Ranch,MENU
Mango And Mint Sauce,MENU
Chopped,MENU
Pot,MENU
Crispy Samosas,MENU
Tamarind Ginger,MENU
Pita Chips,MENU
Apple,MENU
White Naan,MENU
Green Chilli Dosa,MENU
Indian Dosa,MENU
Lasi,MENU
Onion Rava Masala Dosa,MENU
Matar Paneer Dosa,MENU
Drum Roll,MENU
Pav Bhaji Dosa,MENU
Mysore Bhaji Dosa,MENU
Coriander Dosa,MENU
Vada Sambar,MENU
Green Chili Masala Dosa,MENU
Spicy Garlic Masala Dosa,MENU
Ghee Masala Dosa,MENU
Butte Chicken,MENU
Veg Tali,MENU
Thali Vegetarian,MENU
Butter Chicken Thali,MENU
Butter Chicken Thaali,MENU
Dahl Soup,MENU
Saaq Paneer,MENU
Channa Bathura,MENU
Bathura,MENU
Didar,MENU
Spinach Stew,MENU
Jalfrezi Chicken,MENU
Laddoos,MENU
Chicken Drumsticks,MENU
Tanjay,MENU
Bcs,MENU
Chickpea Chana,MENU
Bœuf Madras,MENU
Belle Sauce,MENU
Tandoori Chicken Leg,MENU
Channa Somosa,MENU
Dud,MENU
Chani Samosas,MENU
Uyghur Noodles,MENU
Meh Beef,MENU
Meh Shrimp,MENU
Meh Lamb Kidney,MENU
Langman,MENU
Green Beans,MENU
Spicy Pepper,MENU
Skewers,MENU
Danpanji,MENU
Manta,MENU
Steamed Lamb Dumplings,MENU
Charcoal,MENU
Lamb Soup,MENU
Lamb Skewer,MENU
Lamb Buns,MENU
Da Pan,MENU
Charcoal kebab,MENU
Marinated Kebab,MENU
Dapanji,MENU
Lamb Noodle Soup,MENU
Lang Man Noodles,MENU
Lamb Dumplings,MENU
Yangman Noodles,MENU
Da Pan Ji,MENU
Lamb Rice,MENU
Spicy Noodles,MENU
Pulao Lamb Rice,MENU
Uygher Somen,MENU
Buhachan,MENU
Uyghur Lamb Polo,MENU
Kidney Skewers,MENU
Langman Noodles,MENU
Lagman,MENU
Vip Noodle,MENU
Short Noodles,MENU
Hand,MENU
Roast Kidney,MENU
Soman,MENU
Beef Skewers,MENU
Lamb And Chicken Skewers,MENU
String Beans,MENU
Lamb Kidney,MENU
Kidney kebab,MENU
Lamb Kebab Combo,MENU
Pulao Rice Pilaf,MENU
Lamb Intestine,MENU
Uighur Somen,MENU
Spicy Short Noodles,MENU
Dipanji,MENU
Chili Oil,MENU
Chicken Bones,MENU
Chicken Meat,MENU
Thigh,MENU
Chicken Back Bone,MENU
Charcoal Lamb Kebab Combo,MENU
Pulled Noodles,MENU
Lamb Piece Soup,MENU
Spicy kebab,MENU
Palao,MENU
Lamb Kidneys,MENU
Fried Muhogo,MENU
Masala Gravy,MENU
Black Kebab,MENU
Fried Meatballs,MENU
Batetavada,MENU
Chicken Mishkaki,MENU
Masala Rice,MENU
Masala Potatoes,MENU
Masala Fries,MENU
Masala Fish,MENU
2 Meat Thali,MENU
Round Kebab,MENU
Chutney Dipping Sauce,MENU
Batata Vada,MENU
Chicken Chop,MENU
Shami Kebab,MENU
Tamarind Dipping Sauce,MENU
Spicy Kung Pao Chicken,MENU
Steamed,MENU
Chinese Rice,MENU
Tofu Ma Po,MENU
Stir - Fried,MENU
Fu,MENU
Spicy Black Bean Sauce,MENU
Manchurian Vegetables,MENU
Veggie Fried Rice,MENU
Bao,MENU
Manchurian,MENU
Masala Fried Rice,MENU
Chilli Fish,MENU
Bean Sprouts,MENU
Safron Basmati Rice,MENU
Tandoori Hut,MENU
Dhaal Makhani,MENU
Rogan Josh Sauce,MENU
Dhaal Makhana,MENU
Curry Veg,MENU
Greek Pita,MENU
Ocra,MENU
Spicy Indian Sauce,MENU
Draft Beer,MENU
Ginger Chicken kebab,MENU
Crown,MENU
Indian Wine,MENU
White Indian Wine,MENU
Chili Naan,MENU
Tandoori Mixed Grille,MENU
Idli Vada,MENU
Bhagara Baigan,MENU
Hyderabadi Dum Chicken Biryani,MENU
Plain And Garlic Naan,MENU
Idli Chuney,MENU
Kothu Parotta,MENU
Minced Bread,MENU
/ Pistachio Sauce,MENU
Beet Root Purée,MENU
Deep Fried Vegetables,MENU
Kutthu Paratha,MENU
Bindi Masala Okra,MENU
Dum Chicken Biryani,MENU
Punu Gulu,MENU
Dark Meat Chicken Pieces,MENU
Paneer 65,MENU
Veg Manchuria,MENU
Tikka Marsalas,MENU
Jerra Aloo,MENU
Black Channa,MENU
Pongal Vada,MENU
Madurai Idli,MENU
Masala Stewed,MENU
Dosa Maharani,MENU
Pappadon,MENU
Goat And Chicken Biryani,MENU
Garlic And Plain Naan,MENU
Fish Moilee,MENU
Lilva Katchori,MENU
Bhajia,MENU
Bhajias,MENU
Chhole - Bhature,MENU
Bombay Sandwich,MENU
Chick Pea Patty,MENU
Undhiyu Curry,MENU
Mah Ki Daal,MENU
Chhole Tikki,MENU
Five Daal,MENU
Rabhjog,MENU
Kathi Roll,MENU
Vada Pau,MENU
Bun,MENU
Ulava Charu Veg Biryani,MENU
Gongura Egg Biryani,MENU
Muglai,MENU
Vijayawada Chicken Biryani,MENU
Baan,MENU
Mughlai,MENU
Onion Pakodas,MENU
Lemon Rice,MENU
Gongura Chicken Biryani,MENU
Goat Fry Biryani,MENU
Fry Biryanis,MENU
Sweet Gajar Halwa,MENU
Gulag Jamun,MENU
Choley Bhaturay,MENU
Chollé Bhaturé,MENU
Fried Traditional Bread,MENU
Chickpeas Curry,MENU
Sweet Pudding,MENU
Chaat Paapri,MENU
Makki Roti,MENU
Corn Dough Bread,MENU
Spinach And Mustard Puree,MENU
Gajjar Halwa,MENU
Dian Thali,MENU
Bread Pakora,MENU
Mint Chutney Dipping Sauce,MENU
Spinach With,MENU
Creamed Paneer Ball,MENU
Yogurt Raita,MENU
And Achaar,MENU
Makai Ki Roti,MENU
Paw Bhaji,MENU
Mix Parathas,MENU
Cheese Parathas,MENU
Whole Wheat Bread,MENU
Mango Shakes,MENU
Cashew Burfi,MENU
Sweeter Chicken Coconut,MENU
Chana Saag,MENU
Vegetarian,MENU
Cubed Chicken Breast,MENU
Curry Potato,MENU
Tamarin Sauce,MENU
Chopped Chicken Pieces,MENU
Paradise Special Platter,MENU
Okra Stir Fry,MENU
Onion Fries,MENU
Gulab Jamum,MENU
Jamum,MENU
Bachi,MENU
Juice,MENU
Pankora,MENU
Chicken Tikka Platter,MENU
Molai Kofta Balls,MENU
Lentil Deep Fried Donut,MENU
Chia Tea,MENU
Bhajis,MENU
Mint And Cucumber Sauce,MENU
Green Samosa Sauce,MENU
Fried Fritters,MENU
Lahsis,MENU
Panner Tikka Masala,MENU
Tikka Paneer,MENU
Masala Panner,MENU
Paneer Naan,MENU
Regular,MENU
Goat Marsala,MENU
Tiki - Masala,MENU
Tikka Dish,MENU
Spicy Goat Biryani,MENU
Mongo Lassi,MENU
Hot Tea,MENU
Panneer Kulcha,MENU
Shahi Panneer,MENU
Food Korma,MENU
Chicken Lentil Soup,MENU
Cheese Curry,MENU
Garlic And Chilli Naans,MENU
White Fish,MENU
Curried Lentils,MENU
Garlic Tandoori Chicken Tikka,MENU
Baked Fish,MENU
Fried Dumpling,MENU
Chicken Tikka Naan,MENU
Mango & Sweet Lassi,MENU
Veg Pakora Kadhi,MENU
Saag Masala,MENU
Curry Pakora,MENU
Papadum Pepper Crackers,MENU
Yummy Curry,MENU
Vegan Roti,MENU
Spinach And Cheese Paneer,MENU
Ice,MENU
Green Bean,MENU
Chicken Tiki,MENU
Chicken Masala Curry,MENU
Boneless Chicken Dum Biryani,MENU
Paneer Appetizers,MENU
Veg Kadai,MENU
Babycorn Manchuria,MENU
Goat Haidarabadi Masala,MENU
Goat Chukka,MENU
Kadai Paneer Curry,MENU
Curd,MENU
Biryani Chicken Rice,MENU
Uma,MENU
Indian Thali,MENU
Gongura Goat Biryani,MENU
Maharaja Bhojanam,MENU
Spicy Papad,MENU
Butter Milk,MENU
Chicken65,MENU
Spicy Chicken Biryani,MENU
Fried Icecream,MENU
Ghee Dhosa,MENU
Paradise Chicken Curry,MENU
Starter Murg Tandoori,MENU
Tandoori Chkn,MENU
Paradise Biryani,MENU
Vegetarian Masala,MENU
Ginger / Garlic Prawns,MENU
Maharaja Thali,MENU
Malai Kofta Paneeer Biryani,MENU
Family,MENU
Dum Ka Murgh,MENU
Gobi Manchuri,MENU
Non Veg Biryanis,MENU
Chicken Mughlai,MENU
Chicken Fry,MENU
Onion Bahji,MENU
Savoury Onion Bhadgi,MENU
Creamy Butter Chicken,MENU
Sizzling,MENU
Chicken Dopiaza,MENU
Chicken Pakoda,MENU
Chilly Garlic Chicken,MENU
Manchurian Beef Noodle,MENU
Chicken Noodle,MENU
Kung Pao Chicken,MENU
Egg Roll,MENU
Fried Wontons,MENU
Manchurian Beef Noodles,MENU
Fiery Chicken Pakora,MENU
Chilli Garlic Beef,MENU
Popcorn Shrimp,MENU
Ginger Beef,MENU
Wonton Soup,MENU
Chinese Broccoli,MENU
Spicy Cumin Beef,MENU
Sweet And Sour Chicken Special,MENU
Coriander Sauce,MENU
Masala Flavoured Fries,MENU
Lung Fung Soup,MENU
Egg Drop Soup,MENU
Chock,MENU
Vegetable Fried Rice,MENU
Manchurian Mix Chow Mein,MENU
Shrimp And Lobster Sauce,MENU
Chicken With Black Bean Sauce,MENU
Chili Beef,MENU
Wonton Chicken Soup,MENU
Curry Beef,MENU
Manchurian Beef Fried Rice,MENU
Fried Mixed Hakka Noodles,MENU
Saucy Beef,MENU
Sweet,MENU
Manchurian Veggie Fried Rice,MENU
Vermicelli Chow Mein,MENU
Tom Yum Shrimp Soup,MENU
Mixed Vegetables Chicken,MENU
Beef Cantonese Fried Noodles,MENU
Voury,MENU
Fish Pakora Chicken Pakora Crispy Beef Chili Chicken Manchurian Eggplant Green Beans Beef,MENU
Szechuan Mixed Vegetables,MENU
Manchurian Vegetable Spicy Soup,MENU
Hakka Mixed Noodles,MENU
Thai Soup,MENU
Sechuwan Fried Rice,MENU
Sauceless,MENU
Wong,MENU
Green Peas,MENU
Goat Madras,MENU
Pistachio Dessert,MENU
Ind,MENU
Deep Fried Cheese Dessert,MENU
Rice Chips,MENU
Vegetarian Snack,MENU
Tiki Masalas,MENU
Mater Paneer,MENU
Lamb Achari,MENU
Chari,MENU
Tamarin Chutney,MENU
Karahi Shrimp,MENU
Papadam Bread,MENU
Beef Somasa,MENU
Chiken Marsala,MENU
Chicken Tika Marsala,MENU
Mixed Tandoori Grill,MENU
Saag Planner,MENU
Chicks,MENU
Beef And Pea,MENU
Rice Kheer,MENU
Lamb Tiki Masala,MENU
Baloney,MENU
Chicken Rice Bryani,MENU
Kima Beef,MENU
Coconut Fudge,MENU
Lemon,MENU
Sampras,MENU
Paneer Tikka Makhani,MENU
Cauliflower And Potato,MENU
Kofta Balls,MENU
Pickled Lemons,MENU
Pappadam,MENU
Mint And Mango Chutneys,MENU
Gobhi,MENU
Uliflower,MENU
Mago,MENU
Nails,MENU
Garlic Naanns,MENU
Chicken Mahkni,MENU
Spicy Paneer Tikka Masala,MENU
Spicy Malai Kofta,MENU
Goat Achari,MENU
Vegetable Snack,MENU
Lamb Bhuna,MENU
Gobi Manchurian Rocked,MENU
Chilli Pakoda,MENU
Saga Paneer,MENU
Paneer Tiki Marsala,MENU
Veggie Samoas,MENU
Lamb Ashoka,MENU
Goat Soup,MENU
Tiki Marsala,MENU
Shrimp Karhai,MENU
Karahi Tandoori Chicken Saag,MENU
Tandoori Mixed Platter,MENU
Yellow Curried Potato,MENU
Onion Bhajji,MENU
Dahl Maharani,MENU
Mushroom And Potato Aloo,MENU
Peas Pulao Rice,MENU
Gajurat Halwa,MENU
Carrot Cake,MENU
Rice Custard,MENU
Sweet Donut,MENU
Saag Paneers,MENU
Chai Masala,MENU
Korma Chicken,MENU
Golbi,MENU
Green Chili Salsa,MENU
Chicken Reshmi Kabab,MENU
Goat Madra,MENU
Gulab Joman,MENU
Vegetable Pekora,MENU
Voodoo Ranger,MENU
Yobi,MENU
Aloo Gohbi,MENU
Lamb Biryana,MENU
Qeema,MENU
Lamb / Goat Curry,MENU
Mushroom With Onion,MENU
Sambhar Masala,MENU
Paneer Tikka Tandoori,MENU
Thai Tea,MENU
Shari Korma,MENU
Chicken Khichdi,MENU
Zer Platters,MENU
Chicken Breast Meat,MENU
Lamb Keema Biryani,MENU
Mix Veg Rice,MENU
Peas Pulao,MENU
Dal Maharani,MENU
Achari,MENU
Mango And Pistachio Ice Cream,MENU
Mango Pieces,MENU
Cucumber Salad,MENU
Crispy Paneer,MENU
Sautéed Paneer,MENU
Ground Beef Samosas,MENU
Khorani,MENU
Tikka Masala Gravy,MENU
Kurma Chicken,MENU
Mango Lasy,MENU
Gullab Jamun,MENU
Fried Flaky Fish,MENU
Fish Sticks,MENU
Vegetables Samosa,MENU
Chicken Teeka,MENU
Tandoori Fish Masala,MENU
Tandoori Chicken Masala,MENU
Raitha,MENU
Chap,MENU
Green Enchilada Sauce,MENU
Currry,MENU
Aaloo,MENU
Makhni Daal,MENU
Plain Boiled Daal,MENU
Taste Buds,MENU
Naaans,MENU
Mushroom Curry,MENU
Aloo Vada,MENU
Red,MENU
Nacho Cheese,MENU
Beef Varidoo,MENU
Biriyanis,MENU
Chicken Nugget,MENU
Shashi Paneer,MENU
India,MENU
Uce,MENU
Bihari kebab,MENU
Meat Combo,MENU
King Samosa,MENU
Gulkand,MENU
Coconut Cupcakes,MENU
And Saffron Pistachio,MENU
Meetha Paan,MENU
Chickoo,MENU
Brownie,MENU
Butter Pecan,MENU
Tutti Fruitti,MENU
Coconut Creme,MENU
Cupcake,MENU
Cupcakes,MENU
Meetha Pan,MENU
Kaju Draksh,MENU
Pineapple Coconut,MENU
BaNaana Nut,MENU
Coconut Vanilla Cupcake,MENU
Jalsa,MENU
Regular Ice Cream,MENU
Cake Pops,MENU
Saffron Pistachio,MENU
Carrot Halwa Ice Cream,MENU
Ginger Ice Cream,MENU
Carrot Halwa Flavor Ice Cream,MENU
Kesar Pista,MENU
Sitaphal,MENU
Saffron And Pistachio Nut,MENU
Flavored Ice Cream,MENU
Pistachio Nut,MENU
Flavor,MENU
Pan Masala,MENU
Chocolate Cupcake,MENU
Vanilla Cupcake,MENU
Coffee Cupcake,MENU
Coffee Butter Cream Cupcake,MENU
Girl Chat,MENU
Vegan Ice Cream,MENU
Chiku,MENU
Sitafal,MENU
Brownie Sundaes,MENU
Falooda Ice Cream,MENU
Sapota Fruit,MENU
Scotch,MENU
Tutti,MENU
Kelsa Pistachio,MENU
Rose Ice Cream,MENU
Marble Cake,MENU
Veggie Pekoras,MENU
Pindi Chana,MENU
Afghani Pulao,MENU
Tender Spice Battered Fish,MENU
Plain Milk,MENU
Milai Kofta,MENU
Mutton Rogan Josh,MENU
Panneer Tikka,MENU
Bhindi Fry,MENU
Gilebi,MENU
Chit,MENU
Malai Kofta Korma,MENU
Veggie Kofta,MENU
Mahkni Sauce,MENU
Iced Chai,MENU
Hot & Sour Chicken,MENU
Hot Chai,MENU
Plain White Rice,MENU
Brown Soup,MENU
Vegetable Chaat Samosa,MENU
Paneer Mahkni,MENU
Baigan Bartha,MENU
Baigan,MENU
Thali Platter,MENU
Dried Fruit Stuffed Naan,MENU
Apple Chutney,MENU
Veggie Samosa Chaat,MENU
Khir,MENU
Cilantro Chutney,MENU
- Ginger Sauce,MENU
Indian Mixed,MENU
Alien Samosa,MENU
Cheeseburger Samosa,MENU
Kameer,MENU
Hot And Sour Chicken,MENU
Chocolate Cherry Samosa,MENU
Atithi Devo Bhava,MENU
Lamb Spinach,MENU
Cheese Cubes,MENU
Coconut Curry Sauce,MENU
Iced Chai Tea,MENU
Baby Spinach Curry,MENU
Tangy Tomato Curry Sauce,MENU
Ghee Butter,MENU
Veggie Kofta Curry,MENU
Sweet Chicken Biryani,MENU
Kala Channa,MENU
Chocolate Cherry Samosas,MENU
Filipino Goat Stew,MENU
Tomatoey Sauce,MENU
Na An Bread,MENU
Paneer Makhini,MENU
Ie,MENU
Green,MENU
Creamy Tomato Curry,MENU
Lamb Koran,MENU
Chicken Koran,MENU
Sweet & Spicy Chicken,MENU
Mango Ladee Drink,MENU
Smoothie,MENU
Spice Fries,MENU
Dipping Chutneys,MENU
Malai Kofta Curry,MENU
Watermelon Shrimp,MENU
Paneer Palak,MENU
Pastry Filled Samosa,MENU
Chickpea Veggie,MENU
Chat Samosa,MENU
Mango Yogurt,MENU
Indian Masala,MENU
Alu Gobi,MENU
Baingan Barta,MENU
Lamb Samosa,MENU
Spinich Paneer,MENU
Spiced Fries,MENU
Spinach Tomato Curry,MENU
Chatpatay,MENU
Bullet Naan,MENU
Spiced Naan,MENU
Butter Roti,MENU
Potato Kofta,MENU
Mango Chat,MENU
Gobhi Parantha,MENU
Butter Rags,MENU
Goan Curry Chicken,MENU
Malai Paneer Tikka,MENU
Bharat,MENU
Mango Papdi Chaat,MENU
Chhole Bhature,MENU
Chicken Methi,MENU
Plain & Gobi Paratha,MENU
Plain Paratha,MENU
Gobi Paratha,MENU
Mango Chaat,MENU
Dahi Sev Puri,MENU
Mango Papri Chat,MENU
Malai Panner Sizzler,MENU
Saag Shrimp,MENU
Mango Papdi Chat,MENU
Got Curry,MENU
Choley Bhaturey,MENU
Momos Chutney,MENU
Gol Gappa Chaat,MENU
Vilas,MENU
Hamburger Bun,MENU
Crispy Chips,MENU
Veg Thaali,MENU
Green Lentils,MENU
Galab Jamun,MENU
Puffy Bread,MENU
Onion Fritters,MENU
Tomato Chicken,MENU
Mango Lassos,MENU
Baingun,MENU
Goat Biyani,MENU
Superb Biryanis,MENU
Chicken Qourma,MENU
Pickled Hot Sauce,MENU
Tandoori Leg,MENU
Boneless Chicken Tikka,MENU
Chicken Butter Chicken,MENU
kebab Roll,MENU
Halwa - Puri,MENU
Shammi Kebab,MENU
Karhai Chicken,MENU
Mutton Qorma,MENU
Mango Delight,MENU
Fresh Garden Salad,MENU
Bone,MENU
Kewra,MENU
Chicken Malai Boti,MENU
Veal,MENU
Reshmi Kebab,MENU
Veal Korma,MENU
Seekh Kebab Masala Curry,MENU
Muttor,MENU
Chicken Patty,MENU
Patty,MENU
Seekh Kebab Masala Veal Korma,MENU
Seekh Kebab Masala,MENU
Seekh Kebab Mixed,MENU
Basa,MENU
Kabab Roll,MENU
Roll,MENU
Bar Bq Chicken,MENU
Baked Chicken,MENU
